JenisSurat,Perihal,Dari/Untuk,Tipe,Teks_Input_Gabungan,Kategori_Target
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Remid Karya Indonesia tentang Penerimaan Pembayaran Multi Biller melalui Sistem Online Payment Point Pos Nomor : PKS 240/ DIR-4/0824,SVP Givernment and Corporate Business;,950 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan pt remid karya indonesia tentang penerimaan pembayaran multi biller melalui sistem online payment point pos nomor pks 240 dir 4 0824 svp givernment and corporate business,SPK DAN PKS
Keluar,1. Perjanjian antara PT Pos Indonesia (Persero) dengan PT RAP Asia Consulting tentang Pekerjaan Pengadaan Jasa Penilaian Tingkat Kematangan Risiko (Risk Maturity Index) 2024 Nomor : PKS 220/Risk Management and Financial Policy/0724 2. Surat Perintah Kerja (SPK) Pengadaan Jasa Penilaian Tingkat Kematangan Risiko (RMI) 2024,SVP Risk Management and Financial Policy;,951 - SPK dan PKS,keluar 1 perjanjian antara pt pos indonesia persero dengan pt rap asia consulting tentang pekerjaan pengadaan jasa penilaian tingkat kematangan risiko risk maturity index 2024 nomor pks 220 risk management and financial policy 0724 2 surat perintah kerja spk pengadaan jasa penilaian tingkat kematangan risiko rmi 2024 svp risk management and financial policy,SPK DAN PKS
Keluar,Keputusan Direksi tentang Perubahan Kedua atas Keputusan Direksi PT Pos Indonesia (Persero) Nomor KD 047/DIRUT/0523 tentang Sistem Operasi Kurir,Direktur Utama;,952 - KD,keluar keputusan direksi tentang perubahan kedua atas keputusan direksi pt pos indonesia persero nomor kd 047 dirut 0523 tentang sistem operasi kurir direktur utama,KD
Keluar,Keputusan Direksi tentang Perubahan Pertama atas Keputusan Direksi PT Pos Indonesia (Persero) Nomor KD 025/DIR-5/0524 tentang Lini Produk Jasa Kurir Ritel Domestik dan Internasional,Direktur Bisnis Kurir dan Logistik;,953 - KD,keluar keputusan direksi tentang perubahan pertama atas keputusan direksi pt pos indonesia persero nomor kd 025 dir 5 0524 tentang lini produk jasa kurir ritel domestik dan internasional direktur bisnis kurir dan logistik,KD
Keluar,Keputusan Direksi tentang Implementasi Teknologi Robotic dan Radio Frequency Identification (RFID) Digitalisasi dan Otomasi Operasi Kurir dan Logistik,Direktur Operasi dan Digital Services;,954 - KD,keluar keputusan direksi tentang implementasi teknologi robotic dan radio frequency identification rfid digitalisasi dan otomasi operasi kurir dan logistik direktur operasi dan digital services,KD
Keluar,Perjanjian Kerja Sama antara PT Treetan Nusantara Network dengan PT Pos Indonesia (Persero) tentang Pengiriman Barang Perlengkapan Umroh dan Wisata Halal serta Oleh-Oleh Nomor : PKS 266/Enterprise Business/2024,EVP Enterprise Business;,955 - SPK dan PKS,keluar perjanjian kerja sama antara pt treetan nusantara network dengan pt pos indonesia persero tentang pengiriman barang perlengkapan umroh dan wisata halal serta oleh oleh nomor pks 266 enterprise business 2024 evp enterprise business,SPK DAN PKS
Masuk,Penyampaian Hasil Evaluasi Pengayaan Watchlist pada Aplikasi Sistem Informasi Terduga Pendanaan Terorisme (SIPENDAR),Plt Direktur Pelaporan  Pusat Pelaporan dan Analisis Transaksi Keuangan,957 - Surat Dinas,masuk penyampaian hasil evaluasi pengayaan watchlist pada aplikasi sistem informasi terduga pendanaan terorisme sipendar plt direktur pelaporan pusat pelaporan dan analisis transaksi keuangan,SURAT DINAS
Masuk,Pemberitahuan penarikan mobil sewa kendaraan bermotor roda 4 sebanyak 8 unit karena habis masa sewa,Koperasi Usaha Bersama Kantor Regionalpos 9 Banjarbaru,958 - Surat Dinas,masuk pemberitahuan penarikan mobil sewa kendaraan bermotor roda 4 sebanyak 8 unit karena habis masa sewa koperasi usaha bersama kantor regionalpos 9 banjarbaru,SURAT DINAS
Masuk,proposal Maha Tour,Marketing Executive Maha Tour,959 - proposal,masuk proposal maha tour marketing executive maha tour,PROPOSAL
Masuk,Surat Keputusan Dewan Pengurus Pusat Serikat Pekerja Pos Indonesia Nomor : 09/C3/DPP SPPI/VI/2024 tentang Reshiffle Susunan Pengurus Pusat SPPI Periode Tahun 2021 - 2026,DPP SPPI,960 - SK,masuk surat keputusan dewan pengurus pusat serikat pekerja pos indonesia nomor 09 c3 dpp sppi vi 2024 tentang reshiffle susunan pengurus pusat sppi periode tahun 2021 2026 dpp sppi,SK
Masuk,Ucapan Terima Kasih,Kepala Badan Pengawas Obat dan Makanan Republik Indonesia,961 - Surat Dinas,masuk ucapan terima kasih kepala badan pengawas obat dan makanan republik indonesia,SURAT DINAS
Masuk,Proposal Kegiatan Charity Action 12,Himpunan Mahasiswa Administrasi Bisnis Telkom University,962 - proposal,masuk proposal kegiatan charity action 12 himpunan mahasiswa administrasi bisnis telkom university,PROPOSAL
Keluar,Risalah Ratas tgl 17 Sept 2024 perihal : usulan pembayaran dana talangan KSO Proyek IKN,Direksi;,964 - risalah,keluar risalah ratas tgl 17 sept 2024 perihal usulan pembayaran dana talangan kso proyek ikn direksi,RISALAH
Keluar,Risalah Radir  Selasa 17 September 2024,Direksi;,965 - risalah,keluar risalah radir selasa 17 september 2024 direksi,RISALAH
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan PT Semolis Teknologi Indonesia tentang Pekerjaan Pengadaan Sepeda Motor Listrik di PT Pos Indonesia (Persero) Nomor : PKS 242/ DIR-2/0824,Direktur Human Capital Management;,966 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan pt semolis teknologi indonesia tentang pekerjaan pengadaan sepeda motor listrik di pt pos indonesia persero nomor pks 242 dir 2 0824 direktur human capital management,SPK DAN PKS
Keluar,Surat pernyataan kebenaran Data,Direktur Human Capital Management;,967 - Surat Dinas,keluar surat pernyataan kebenaran data direktur human capital management,SURAT DINAS
Keluar,Perjanjian Kerahasiaan antara PT Pos Indonesia (Persero) dengan PT Pos Logistik Indonesia tentang Pertukaran Data dan/atau Informasi Nomor : NDA 269/SVP Retail Business/0924,SVP Retail Business;,968 - SPK dan PKS,keluar perjanjian kerahasiaan antara pt pos indonesia persero dengan pt pos logistik indonesia tentang pertukaran data dan atau informasi nomor nda 269 svp retail business 0924 svp retail business,SPK DAN PKS
Keluar,Amandemen Ketiga atas Perubahan dan Pernyataan Kembali Perjanjian Kerja Sama antara PT PLN (Persero) dengan PT Pos Indonesia (Persero) tentang Penerimaan Pembayaran Tagihan Listrik dan Tagihan Lainnya secara Terpusat Nomor : PKS 201/ DIR-4/0724,Direktur Bisnis Jasa Keuangan;,969 - SPK dan PKS,keluar amandemen ketiga atas perubahan dan pernyataan kembali perjanjian kerja sama antara pt pln persero dengan pt pos indonesia persero tentang penerimaan pembayaran tagihan listrik dan tagihan lainnya secara terpusat nomor pks 201 dir 4 0724 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Risalah Ratas  Selasa 17 Sept 2024,Direksi;,970 - risalah,keluar risalah ratas selasa 17 sept 2024 direksi,RISALAH
Keluar,Keputusan Direksi tentang Penggarapan Layanan Cash On Delivery Talangan dan Connote on Delivery Talangan,Direktur Bisnis Kurir dan Logistik;,971 - KD,keluar keputusan direksi tentang penggarapan layanan cash on delivery talangan dan connote on delivery talangan direktur bisnis kurir dan logistik,KD
Keluar,Surat Edaran tentang Beasiswa Rekognisi Pembelajaran Lampau Program Studi Diploma III Logistik Bisnis dan Program Studi Sarjana Terapan Logistik Bisnis pada Universitas Logistik dan Bisnis Internasional Tahun 2024/2025,Direktur Human Capital Management;,972 - SE,keluar surat edaran tentang beasiswa rekognisi pembelajaran lampau program studi diploma iii logistik bisnis dan program studi sarjana terapan logistik bisnis pada universitas logistik dan bisnis internasional tahun 2024 2025 direktur human capital management,SE
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan PT Pos Finansial Indonesia tentang Pekerjaan Pengadaan Jasa Layanan Notifikasi Menggunakan Whatsapp (WA) dan Short Message Service (SMS),SVP Retail Business;,973 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan pt pos finansial indonesia tentang pekerjaan pengadaan jasa layanan notifikasi menggunakan whatsapp wa dan short message service sms svp retail business,SPK DAN PKS
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan PT Ilmu Komputercom Braindevs Sistema tentang Pekerjaan Pengadaan Jasa Konsultasi Penyusunan Enterprise Architecture PT Pos Indonesia (Persero) Nomor : PKS 210/Digital Service/0724,SVP Digital Services;,974 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan pt ilmu komputercom braindevs sistema tentang pekerjaan pengadaan jasa konsultasi penyusunan enterprise architecture pt pos indonesia persero nomor pks 210 digital service 0724 svp digital services,SPK DAN PKS
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan PT Dapensi Dwikarya tentang Pekerjaan Pengadaan Sewa Kendaraan Jabatan Executive Manager di Regional V Surabaya Tahap 2 dan Regional VI Makassar Tahun 2024 Nomor : PKS 248/DIR-2/0924,Direktur Human Capital Management;,975 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan pt dapensi dwikarya tentang pekerjaan pengadaan sewa kendaraan jabatan executive manager di regional v surabaya tahap 2 dan regional vi makassar tahun 2024 nomor pks 248 dir 2 0924 direktur human capital management,SPK DAN PKS
Masuk,Tanggapan atas Usulan Direksi PT Pos Logistik Indonesia,Komisaris Utama PosIND,977 - Surat Dinas,masuk tanggapan atas usulan direksi pt pos logistik indonesia komisaris utama posind,SURAT DINAS
Keluar,Adendum Pertama atas Perjanjian Kerja Sama Nomor : PKS 066/ SVP Government and Corporate Business antara PT Pos Indonesia (Persero) dengan PT Bank Mandiri Taspen tentang Penyelesaian Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun Nomor : PKS 244/Government and Corporate Business/0824,EVP Government and Corporate Business;,980 - SPK dan PKS,keluar adendum pertama atas perjanjian kerja sama nomor pks 066 svp government and corporate business antara pt pos indonesia persero dengan pt bank mandiri taspen tentang penyelesaian pemotongan uang pensiun untuk angsuran kredit pensiun nomor pks 244 government and corporate business 0824 evp government and corporate business,SPK DAN PKS
Keluar,Berita Acara Pelimpahan Dana PUMK (Pendanaan Usaha Mikro dan Koperasi) Tahap II Tahun 2024 ke Bank Rakyat Indonesia (BRI),Corporate Secretary;,981 - BA,keluar berita acara pelimpahan dana pumk pendanaan usaha mikro dan koperasi tahap ii tahun 2024 ke bank rakyat indonesia bri corporate secretary,BA
Keluar,Memorendum of Understanding Kolaborasi dan Sinergi Peningkata Layanan dan Utilisasi Kantor Pos antara Asosiasi Penyelenggara Jaringan Telekomunikasi Indonesia (APJATEL) dengan PT Pos Indonesia (Persero),Direktur Utama;,982 - SPK dan PKS,keluar memorendum of understanding kolaborasi dan sinergi peningkata layanan dan utilisasi kantor pos antara asosiasi penyelenggara jaringan telekomunikasi indonesia apjatel dengan pt pos indonesia persero direktur utama,SPK DAN PKS
Keluar,Risalah Radir  Selasa 24 September 2024,Direksi;,984 - risalah,keluar risalah radir selasa 24 september 2024 direksi,RISALAH
Keluar,pembuatan VISA Dirut dan Corsec,VP Corcomm;,986 - Surat Dinas,keluar pembuatan visa dirut dan corsec vp corcomm,SURAT DINAS
Keluar,Adendum Perjanjian Kerja antara Direktorat Jenderal Penyelenggaraan Pos dan Informatika dan PT Pos Indonesia (Persero) tentang Subsidi Operasional Penyelenggaraan Layanan Pos Universal Tahun Anggaran 2024 Nomor : PKS 352/ DIRUT/1223,Direktur Utama;,989 - SPK dan PKS,keluar adendum perjanjian kerja antara direktorat jenderal penyelenggaraan pos dan informatika dan pt pos indonesia persero tentang subsidi operasional penyelenggaraan layanan pos universal tahun anggaran 2024 nomor pks 352 dirut 1223 direktur utama,SPK DAN PKS
Keluar,1. Berita Acara Kesepakatan tentang Pelayanan Penerimaan Pembayaran secara Host to Host antara PT Bank Syariah Indonesia Tbk dengan PT Pos Indonesia (Persero) Nomor : 15.JASKUG/ PM/0224 2. Perjanjian Kerja Sama antara PT Bank Syariah Indonesia Tbk dengan PT Pos Indonesia (Persero) tentang Pelayanan Penerimaan Pembayaran secara Host to Host,SVP Consumer Business;,990 - SPK dan PKS,keluar 1 berita acara kesepakatan tentang pelayanan penerimaan pembayaran secara host to host antara pt bank syariah indonesia tbk dengan pt pos indonesia persero nomor 15 jaskug pm 0224 2 perjanjian kerja sama antara pt bank syariah indonesia tbk dengan pt pos indonesia persero tentang pelayanan penerimaan pembayaran secara host to host svp consumer business,SPK DAN PKS
Keluar,Adendum Perjanjian Kerja Sama nomor : PKS239/DIR-4/1021 antara Badan Penyelenggara Jaminan Sosial Ketenagakerjaan dengan PT Pos Indonesia (Persero) tentang Penyelenggaraan Jaminan Sosial Ketenagakerjaan,Direktur Bisnis Jasa Keuangan;,991 - SPK dan PKS,keluar adendum perjanjian kerja sama nomor pks239 dir 4 1021 antara badan penyelenggara jaminan sosial ketenagakerjaan dengan pt pos indonesia persero tentang penyelenggaraan jaminan sosial ketenagakerjaan direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Keputusan Direksi tentang Pelindungan Data Pribadi,Direktur Utama;,992 - KD,keluar keputusan direksi tentang pelindungan data pribadi direktur utama,KD
Keluar,Risalah Radir  Selasa 1 Oktober 2024,Direksi;,993 - risalah,keluar risalah radir selasa 1 oktober 2024 direksi,RISALAH
Keluar,Berita Acara Kesepakatan Bersama dan Kerangka Acuan Kerja (KAK) antara : 1. PT Pos Indonesia (Persero) 2. PT Surabaya Industrial Estate Rungkut 3. PT Pelabuhan Indonesia (Persero) 4. PT Kereta Api Indonesia (Persero),Direktur Business Development and Portfolio Management;,994 - SPK dan PKS,keluar berita acara kesepakatan bersama dan kerangka acuan kerja kak antara 1 pt pos indonesia persero 2 pt surabaya industrial estate rungkut 3 pt pelabuhan indonesia persero 4 pt kereta api indonesia persero direktur business development and portfolio management,SPK DAN PKS
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan PT Rachmarani Jaya Abadi tentang Pekerjaan Pengadaan Jasa pengelola Media Sosial Posaja Periode Juli - Desember 2024 Nomor 974/RB/0724,SVP Retail Business;,995 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan pt rachmarani jaya abadi tentang pekerjaan pengadaan jasa pengelola media sosial posaja periode juli desember 2024 nomor 974 rb 0724 svp retail business,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia dengan PT Pos Finansial Indonesia tentang Aggregator Layanan Kurir Posaja Nomor : PKS 270/SVP Retail Business/0924,SVP Retail Business;,996 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia dengan pt pos finansial indonesia tentang aggregator layanan kurir posaja nomor pks 270 svp retail business 0924 svp retail business,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Shafiq Digital Indonesia dengan PT Pos Indonesia (Persero) tentang Layanan Urun Dana melalui Penawaran Efek Berbasis Teknologi Informasi (Securities Crowdfunding),Direktur Bisnis Jasa Keuangan;,997 - SPK dan PKS,keluar perjanjian kerja sama antara pt shafiq digital indonesia dengan pt pos indonesia persero tentang layanan urun dana melalui penawaran efek berbasis teknologi informasi securities crowdfunding direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Permohonan Kenaikan Limit Kartu Kredit,BNI Bandung;,998 - Surat Dinas,keluar permohonan kenaikan limit kartu kredit bni bandung,SURAT DINAS
Keluar,Adendum Pertama atas Perjanjian Kerja Sama Nomor : PKS 202/ SVP Retail Business/0724 antara PT Regarsport dengan PT Pos Indonesia (Persero) tentang Pengiriman Kiriman Marketplace Nomor : PKS 293/SVP Retail Business/1024,SVP Retail Business;,1000 - SPK dan PKS,keluar adendum pertama atas perjanjian kerja sama nomor pks 202 svp retail business 0724 antara pt regarsport dengan pt pos indonesia persero tentang pengiriman kiriman marketplace nomor pks 293 svp retail business 1024 svp retail business,SPK DAN PKS
Keluar,Surat Pernyataan,Corsec;,1001 - Surat Dinas,keluar surat pernyataan corsec,SURAT DINAS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Sarana Pactindo tentang Layanan Cash In dan Cash Out pada Jaringan Layanan Pos Nomor : 288/SVP Consumer Business/1024,SVP Consumer Business;,1002 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan pt sarana pactindo tentang layanan cash in dan cash out pada jaringan layanan pos nomor 288 svp consumer business 1024 svp consumer business,SPK DAN PKS
Masuk,Surat Pengantar Proposal Pengajuan Sponsorship Venue,Komunitas Lirik Sekitar,1003 - proposal,masuk surat pengantar proposal pengajuan sponsorship venue komunitas lirik sekitar,PROPOSAL
Masuk,Penawaran Jasa Sertifikasi Kompetensi,PT LSP IND Logistik Indonesia,1004 - Surat Dinas,masuk penawaran jasa sertifikasi kompetensi pt lsp ind logistik indonesia,SURAT DINAS
Keluar,Surat Pernyataan,Corsec;,1005 - Surat Dinas,keluar surat pernyataan corsec,SURAT DINAS
Masuk,Ucapan terima kasih,Korps Veteran Karyawan Postel/LVRI,1006 - Surat Dinas,masuk ucapan terima kasih korps veteran karyawan postel lvri,SURAT DINAS
Keluar,Risalah Radir  Selasa 8 Okt 2024,Direksi;,1008 - risalah,keluar risalah radir selasa 8 okt 2024 direksi,RISALAH
Keluar,Risalah Ratas  Jumat 4 Okt 2024,Direksi;,1009 - risalah,keluar risalah ratas jumat 4 okt 2024 direksi,RISALAH
Keluar,Keputusan Direksi tentang Direktori Kompetensi Karyawan PT Pos Indonesia (Persero),Direktur Human Capital Management;,1010 - KD,keluar keputusan direksi tentang direktori kompetensi karyawan pt pos indonesia persero direktur human capital management,KD
Keluar,Pengantar Partisipasi Sponsorship,IFG Life;,1011 - Surat Dinas,keluar pengantar partisipasi sponsorship ifg life,SURAT DINAS
Keluar,Adendum Perjanjian Kerja Waktu Tertentu Nomor : PKS 129/ DIR-1/0524 antara PT Pos Indonesia (Persero) dengan Moko Mahadianto sebagai Tenaga Kerja Profesional Perusahaan Nomor Adendum : PKS 219/DIR-1/0824,Direktur Keuangan dan Manajemen Risiko;,1012 - SPK dan PKS,keluar adendum perjanjian kerja waktu tertentu nomor pks 129 dir 1 0524 antara pt pos indonesia persero dengan moko mahadianto sebagai tenaga kerja profesional perusahaan nomor adendum pks 219 dir 1 0824 direktur keuangan dan manajemen risiko,SPK DAN PKS
